DateTime_Full,DateTime_Short,Level1,Level2,Level3,FlowIn,FlowOut,Storage,Release,Spillway,Gate
11/4/2025 4:00,4/11/2025 4:00,428.98,429,427,51.18,52.5,12,40.5,0,1
11/4/2025 5:00,4/11/2025 5:00,428.99,429,427,59.68,52.5,12,40.5,0,1
11/4/2025 6:00,4/11/2025 6:00,428.99,429,427,60.95,56.9,12,44.9,0,1
11/4/2025 7:00,4/11/2025 7:00,428.99,429,427,60.83,60,12,48,0,1
11/4/2025 8:00,4/11/2025 8:00,428.99,429,427,61.57,60,12,48,0,1
11/4/2025 9:00,4/11/2025 9:00,428.99,429,427,60.54,60,12,48,0,1
11/4/2025 10:00,4/11/2025 10:00,428.99,429,427,60.09,60,12,48,0,1
11/4/2025 11:00,4/11/2025 11:00,428.99,429,427,59.65,60,12,48,0,1
11/4/2025 12:00,4/11/2025 12:00,428.99,429,427,59.28,60,12,48,0,1
11/4/2025 13:00,4/11/2025 13:00,428.99,429,427,58.87,60,12,48,0,1
11/4/2025 14:00,4/11/2025 14:00,428.99,429,427,58.37,60,12,48,0,1
11/4/2025 15:00,4/11/2025 15:00,428.98,429,427,52.92,60,12,48,0,1
11/4/2025 16:00,4/11/2025 16:00,428.98,429,427,57.18,60,12,48,0,1
11/4/2025 17:00,4/11/2025 17:00,428.98,429,427,59.46,60,12,48,0,1
11/4/2025 18:00,4/11/2025 18:00,428.98,429,427,60.8,60,12,48,0,1
11/4/2025 19:00,4/11/2025 19:00,428.98,429,427,56.15,60,12,48,0,1
11/4/2025 20:00,4/11/2025 20:00,428.97,429,427,52.36,60,12,48,0,1
11/4/2025 21:00,4/11/2025 21:00,428.98,429,427,63.32,60,12,48,0,1
11/4/2025 22:00,4/11/2025 22:00,428.98,429,427,61.21,60,12,48,0,1
11/4/2025 23:00,4/11/2025 23:00,428.98,429,427,59.04,60,12,48,0,1
11/5/2025 0:00,5/11/2025 0:00,428.97,429,427,58.17,60,12,48,0,1
11/5/2025 1:00,5/11/2025 1:00,428.97,429,427,57.78,39.2,12,27.2,0,1
11/5/2025 2:00,5/11/2025 2:00,428.97,429,427,56.6,36,12,24,0,1
11/5/2025 3:00,5/11/2025 3:00,428.98,429,427,55.07,36,12,24,0,1
11/5/2025 4:00,5/11/2025 4:00,428.98,429,427,54.57,47.6,12,35.6,0,1
11/5/2025 5:00,5/11/2025 5:00,428.98,429,427,53.53,60,12,48,0,1
11/5/2025 6:00,5/11/2025 6:00,428.98,429,427,53.9,56.77,12,44.77,0,1
11/5/2025 7:00,5/11/2025 7:00,428.98,429,427,55.1,60,12,48,0,1
11/5/2025 8:00,5/11/2025 8:00,428.96,429,427,50.54,60,12,48,0,1
11/5/2025 9:00,5/11/2025 9:00,428.95,429,427,48.66,60,12,48,0,1
11/5/2025 10:00,5/11/2025 10:00,428.93,429,427,46.62,60,12,48,0,1
11/5/2025 11:00,5/11/2025 11:00,428.93,429,427,38.01,32.55,12,20.55,0,1
11/5/2025 12:00,5/11/2025 12:00,428.92,429,427,34.6,31.5,12,19.5,0,1
11/5/2025 13:00,5/11/2025 13:00,428.92,429,427,31.76,31.5,12,19.5,0,1
11/5/2025 14:00,5/11/2025 14:00,428.91,429,427,29.89,38.5,12,26.5,0,1
11/5/2025 15:00,5/11/2025 15:00,428.89,429,427,28.22,57.25,12,45.25,0,1
11/5/2025 16:00,5/11/2025 16:00,428.87,429,427,33.27,60,12,48,0,1
11/5/2025 17:00,5/11/2025 17:00,428.85,429,427,31.18,60,12,48,0,1
11/5/2025 18:00,5/11/2025 18:00,428.81,429,427,31.08,60,12,48,0,1
11/5/2025 19:00,5/11/2025 19:00,428.76,429,427,25.22,60,12,48,0,1
11/5/2025 20:00,5/11/2025 20:00,428.73,429,427,30.45,60,12,48,0,1
11/5/2025 21:00,5/11/2025 21:00,428.71,429,427,36.14,60,12,48,0,1
11/5/2025 22:00,5/11/2025 22:00,428.71,429,427,61.68,60,12,48,0,1
11/5/2025 23:00,5/11/2025 23:00,428.62,429,427,62.39,148,100,48,0,2
11/6/2025 0:00,6/11/2025 0:00,428.53,429,427,62.21,141.4,100,41.4,0,2
11/6/2025 1:00,6/11/2025 1:00,428.43,429,427,50.18,140.5,100,40.5,0,2
11/6/2025 2:00,6/11/2025 2:00,428.26,429,427,16.45,140.5,100,40.5,0,2
11/6/2025 3:00,6/11/2025 3:00,428.08,429,427,15.33,140.5,100,40.5,0,2
11/6/2025 4:00,6/11/2025 4:00,427.84,429,427,14.89,140.5,100,40.5,0,2
11/6/2025 5:00,6/11/2025 5:00,427.6,429,427,15.68,125,100,25,0,2
11/6/2025 6:00,6/11/2025 6:00,427.45,429,427,15.32,123.05,100,23.05,0,2
11/6/2025 7:00,6/11/2025 7:00,427.3,429,427,23.06,124,100,24,0,2
11/6/2025 8:00,6/11/2025 8:00,427.19,429,427,34.88,124,100,24,0,2
11/6/2025 9:00,6/11/2025 9:00,427.17,429,427,93.64,124,100,24,0,2
11/6/2025 10:00,6/11/2025 10:00,427.16,429,427,128.83,124,100,24,0,2
11/6/2025 11:00,6/11/2025 11:45,427.15,429,427,172.29,171.37,150,21.37,0,3
11/6/2025 12:00,6/11/2025 12:45,427.15,429,427,235.42,171,150,21,0,3
11/6/2025 13:00,6/11/2025 13:45,427.15,429,427,272.59,274,250,24,0,4
11/6/2025 14:00,6/11/2025 14:45,427.15,429,427,279.32,274,250,24,0,4
11/6/2025 15:00,6/11/2025 15:45,427.15,429,427,276.05,274,250,24,0,4
11/6/2025 16:00,6/11/2025 16:45,427.15,429,427,274.22,274,250,24,0,4
11/6/2025 17:00,6/11/2025 17:45,427.17,429,427,390.08,274,250,24,0,4
11/6/2025 18:00,6/11/2025 18:45,427.17,429,427,377.16,374,350,24,0,4
11/6/2025 19:00,6/11/2025 19:45,427.2,429,427,391.75,504,480,24,0,4
11/6/2025 20:00,6/11/2025 20:45,427.23,429,427,504.15,483.15,480,3.15,0,4
11/6/2025 21:00,6/11/2025 21:45,427.26,429,427,502.65,480,480,0,0,4
11/6/2025 22:00,6/11/2025 22:45,427.26,429,427,483.84,480,480,0,0,4
11/6/2025 23:00,6/11/2025 23:45,427.29,429,427,526.89,500.22,480,20.22,0,4
11/7/2025 0:00,7/11/2025 0:45,427.32,429,427,311.32,19.5,0,19.5,0,0
11/7/2025 1:00,7/11/2025 1:45,427.74,429,427,279.5,19.5,0,19.5,0,0
11/7/2025 2:00,7/11/2025 2:45,428.07,429,427,242.84,19.5,0,19.5,0,0
11/7/2025 3:00,7/11/2025 3:45,428.28,429,427,213.67,19.5,0,19.5,0,0
11/7/2025 4:00,7/11/2025 4:45,428.36,429,427,102.29,19.5,0,19.5,0,0
11/7/2025 5:00,7/11/2025 5:45,428.42,429,427,105.32,19.5,0,19.5,0,0
11/7/2025 6:00,7/11/2025 6:45,428.51,429,427,105.27,19.5,0,19.5,0,0
11/7/2025 7:00,7/11/2025 7:00,428.53,429,427,105.58,29.5,10,19.5,0,1
11/7/2025 8:00,7/11/2025 8:00,428.67,429,427,115.3,45.9,10,35.9,0,1
11/7/2025 9:00,7/11/2025 9:00,428.75,429,427,110.67,22.85,10,12.85,0,1
11/7/2025 10:00,7/11/2025 10:00,428.85,429,427,105.7,17.6,10,7.6,0,1
11/7/2025 11:00,7/11/2025 11:00,428.9,429,427,102.26,47.22,10,37.22,0,1
11/7/2025 12:00,7/11/2025 12:00,428.93,429,427,84.94,50.5,10,40.5,0,1
11/7/2025 13:00,7/11/2025 13:00,428.96,429,427,76.33,50.5,10,40.5,0,1
11/7/2025 14:00,7/11/2025 14:00,428.97,429,427,62.59,55.7,10,45.7,0,1
11/7/2025 15:00,7/11/2025 15:00,428.98,429,427,64.48,58,10,48,0,1
11/7/2025 16:00,7/11/2025 16:00,428.98,429,427,62.9,58,10,48,0,1
11/7/2025 17:00,7/11/2025 17:00,428.98,429,427,60.83,58,10,48,0,1
11/7/2025 18:00,7/11/2025 18:00,428.98,429,427,59.93,58,10,48,0,1
11/7/2025 19:00,7/11/2025 19:00,428.98,429,427,59.01,58,10,48,0,1
