DateTime_Full,DateTime_Short,Level1,Level2,Level3,FlowIn,FlowOut,Storage,Release,Spillway,Gate
11/3/2025 18:00,3/11/2025 18:00,428.98,429,427,61.97,60,12,48,0,1
11/3/2025 19:00,3/11/2025 19:00,428.98,429,427,62.62,60,12,48,0,1
11/3/2025 20:00,3/11/2025 20:00,428.98,429,427,62.68,60,12,48,0,1
11/3/2025 21:00,3/11/2025 21:00,428.98,429,427,61.62,60,12,48,0,1
11/3/2025 22:00,3/11/2025 22:00,428.98,429,427,60.27,60,12,48,0,1
11/3/2025 23:00,3/11/2025 23:00,428.98,429,427,62.15,60,12,48,0,1
11/4/2025 0:00,4/11/2025 0:00,428.98,429,427,61.1,58.87,12,46.87,0,1
11/4/2025 1:00,4/11/2025 1:00,428.98,429,427,53.32,52.5,12,40.5,0,1
11/4/2025 2:00,4/11/2025 2:00,428.98,429,427,52.43,52.5,12,40.5,0,1
11/4/2025 3:00,4/11/2025 3:00,428.98,429,427,53.92,52.5,12,40.5,0,1
